id,issuer_id,recipient_id,ucs_transfer_amount,distribution_id,status,observations,created_by,created_date,last_modified_by,last_modified_date,reason_description,type_reason,origin_platform_id,recipient_platform_id
59,1398,1398,14,36834,PROCESSED,SOLICITAÇÃO DO RENATO PARA QUE FIQUE TODO O SALDO EM DISPONIVEL DENTRO DA PLATAFORMA AKSES,933,2023-04-06 08:44:46.491707,933,2023-04-06 08:44:50.734336,,,3,4
672,3,406,67073,39161,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18899",933,2023-07-06 18:16:58.757273,933,2024-11-25 08:59:03.269204,,,4,4
65,1401,1593,38602,36893,PROCESSED,"Solicitação Pâmela, transferir créditos codemar de perfil cliente, para Governo, dia 09/05/2023",933,2023-05-09 09:37:23.11748,933,2023-05-09 09:37:29.129561,,,4,3
1483,3,174,1112,38337,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18514",933,2023-07-06 20:10:50.586576,933,2024-11-25 08:56:27.35973,,,4,4
603,1548,1548,10000,37072,PROCESSED,Movimentacao para venda ,933,2023-07-06 17:16:01.762012,933,2023-07-06 17:17:56.289593,,,4,3
72,1495,1276,3790697,36978,PROCESSED,Ajuste referente a distribuição prevista em contrato,933,2023-05-29 17:53:44.395738,933,2023-05-29 17:54:47.090089,,,4,4
604,1227,1227,60000,37073,PROCESSED,Solicitação pelo cliente através de e-mail para Elizia. dia 29/06/2023,933,2023-07-06 17:17:37.280442,0,2023-07-06 17:17:56.286686,,,4,3
77,613,613,14,37000,PROCESSED,"Transferencia de plataformas solicitada por Pamela Pádua, no dia 02/06/2023",933,2023-06-02 15:22:24.888603,933,2023-06-02 15:22:33.638587,,,3,4
82,1627,1627,10000,37019,PROCESSED,"Solicitação de transferência por Rodrigo L. Anami, com liberação da Alessandra e Luzia, no dia 13/06/2023, em conversa pelo meet",933,2023-06-14 09:44:53.352584,933,2023-06-14 09:44:57.706418,,,4,3
759,3,404,8518,39114,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10311",933,2023-07-06 18:29:16.0384,0,2024-11-25 08:59:02.693568,,,4,4
1474,3,166,16612,38328,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10099",933,2023-07-06 20:09:36.104044,933,2024-11-25 08:56:27.359972,,,4,4
1475,3,166,17710,38327,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18637",933,2023-07-06 20:09:44.302666,933,2024-11-25 08:56:27.359953,,,4,4
1476,3,166,2476,38326,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27474",933,2023-07-06 20:09:52.46333,933,2024-11-25 08:56:27.359927,,,4,4
1477,3,170,9342,38325,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10060",933,2023-07-06 20:10:00.809049,933,2024-11-25 08:56:27.35991,,,4,4
1478,3,170,9959,38322,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18598",933,2023-07-06 20:10:08.958464,933,2024-11-25 08:56:27.359891,,,4,4
1479,3,170,1392,38334,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27435",933,2023-07-06 20:10:17.147156,933,2024-11-25 08:56:27.35986,,,4,4
1480,3,172,3580,38332,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10128",933,2023-07-06 20:10:25.722597,933,2024-11-25 08:56:27.359841,,,4,4
1481,3,172,3816,38331,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18666",933,2023-07-06 20:10:33.869275,933,2024-11-25 08:56:27.359818,,,4,4
1482,3,172,534,38338,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27503",933,2023-07-06 20:10:42.022278,933,2024-11-25 08:56:27.359748,,,4,4
1484,3,174,1186,38336,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27351",933,2023-07-06 20:10:58.792011,933,2024-11-25 08:56:27.359711,,,4,4
1485,3,174,166,38356,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 9978",933,2023-07-06 20:11:06.919966,933,2024-11-25 08:56:27.359682,,,4,4
1486,3,176,30974,38355,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10129",933,2023-07-06 20:11:15.293493,933,2024-11-25 08:56:27.359665,,,4,4
2098,1495,1623,22744198,39344,PROCESSED,Atualização Metodologia BMV PDS 2025,851,2025-03-25 21:55:33.036661,851,2025-03-25 21:59:49.352058,,,2,2
2101,6,6,4545,39395,PROCESSED,"teste Alessandra para bloquear floresta amazonica, devido pendência cadastral",851,2025-06-25 12:08:05.564577,851,2025-06-25 12:08:15.209431,,,3,4
60,850,850,1,36858,PROCESSED,"SOLICITAÇÃO DO SENHOR ANTERO, PARA QUE COLOQUE TODAS AS UCS PERTENCENTES A ELE, EM SALDO DISPONÍVEL",933,2023-04-13 09:15:33.512736,933,2023-04-13 09:15:41.171011,,,3,4
743,3,404,6746,39089,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10295",933,2023-07-06 18:27:01.148745,933,2024-11-25 08:59:03.27241,,,4,4
66,6,1137,81,36918,PROCESSED,"Transferência solicitada por Elizia, referente ao pedido 478 Saas Tesouro Verde, de 81 UCS's, que será abastecido como doação pela BMTCA.",933,2023-05-16 09:10:31.757772,933,2023-05-16 09:10:36.112936,,,4,4
752,3,404,9078,39084,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10304",933,2023-07-06 18:28:17.15418,0,2024-11-25 08:59:02.918865,,,4,4
1806,3,362,4819,38044,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10141",933,2023-07-07 08:44:27.44607,933,2024-11-25 08:56:27.364409,,,4,4
73,1623,1276,3790700,36977,PROCESSED,Ajuste referente a distribuição prevista em contrato,933,2023-05-29 17:54:32.5513,933,2023-05-29 17:54:42.549965,,,4,4
758,3,404,1499,39115,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10310",933,2023-07-06 18:29:07.6615,0,2024-11-25 08:59:02.732394,,,4,4
78,613,552,3318,37001,PROCESSED,"Solicitação de transferência de UCS do senhor Emerson Rubens para a senhora Pâmela Pádua, solicitado em reunião com Taina, Cristiano, Rodrigo e Pâmela no dia 02/06/2023 as 15:20h, Pâmela envio contrato de cessão de direitos assinado pelo senhor emerson, para Rodrigo através de e-mail rodrigo@bmv.global e para Polyany.",933,2023-06-02 15:26:55.983487,933,2023-06-02 15:27:01.268634,,,4,4
1487,3,176,33023,38353,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18667",933,2023-07-06 20:11:23.679927,933,2024-11-25 08:56:27.359647,,,4,4
83,1221,1221,191,37050,PROCESSED,"Solicitado através do Bitrix, por Tais Farias, e previamente aprovado por Luzia e Alessandra",933,2023-06-22 11:37:14.704933,933,2023-06-22 11:47:20.905658,,,4,3
1488,3,176,4616,38351,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27504",933,2023-07-06 20:11:32.127454,933,2024-11-25 08:56:27.359618,,,4,4
2099,2204,2204,400,39347,PROCESSED,Solicitação feita pelo cliente 25/02/2025 através do e-mail.,851,2025-04-07 17:44:44.580682,851,2025-04-07 17:48:32.329841,,,4,3
2102,6,1109,670927,39411,PROCESSED,"Transferência para cumprimento do contrato, que previa 4.500.000 UCS até o final de 2023.\nAlessandra e Pamela solicitaram a transferência por whatsapp no dia 26/06.",890,2025-07-01 11:50:42.509504,890,2025-07-01 13:40:42.604066,,,4,4
61,3,1398,2,36859,PROCESSED,"Solicitação de Devolução de UCS vendidas indevidamente do senhor RENATO DE S P FAZZOLINO, ",933,2023-04-14 11:27:49.219546,933,2023-04-14 11:27:53.663817,,,4,4
762,3,404,12315,39041,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10314",933,2023-07-06 18:29:41.697343,0,2024-11-25 08:59:02.594993,,,4,4
790,3,404,11982,39065,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18851",933,2023-07-06 18:33:39.782871,933,2024-11-25 08:59:03.271318,,,4,4
67,1589,1589,200,36947,PROCESSED,Solicitação do cliente no dia 25/05/2023 para alocar em venda - Autorizado por Cristiano Bento e Luzia Umbelino,933,2023-05-25 17:23:39.638208,933,2023-05-25 17:39:12.694839,,,4,3
68,1553,1553,200,36946,PROCESSED,Solicitação do cliente no dia 25/05/2023 para alocar em venda - Autorizado por Cristiano Bento e Luzia Umbelino,933,2023-05-25 17:24:29.020915,933,2023-05-25 17:39:08.789755,,,4,3
74,3,1623,12,36982,PROCESSED,Devolução de UCS certificação equivocada das fazendas no dia 29/05/2023,933,2023-05-29 20:19:11.775366,933,2023-05-29 20:19:27.617567,,,4,4
79,1367,1367,154960,37006,PROCESSED,"Transação aprovada pela Luzia, para que o cliente visualize o saldo como ""Disponivel para venda"" dia 06/06/2023",933,2023-06-06 18:06:37.156842,933,2023-06-06 18:06:41.429961,,,4,3
84,1173,1173,207,37049,PROCESSED,"Solicitado por Tais no Bitrix, com aprovação anterior pela diretoria",933,2023-06-22 11:46:03.525314,933,2023-06-22 11:47:14.816778,,,4,3
1575,3,212,368,38228,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27438",933,2023-07-06 20:23:35.325683,933,2024-11-25 08:56:27.36157,,,4,4
58,3,448,5567,36817,PROCESSED,"Devolução das UCS referentes a empréstimos para politicas públicas, solicitação feita por Luzia no dia 23/03/2023",933,2023-03-23 08:51:28.620496,918,2023-03-23 09:06:53.580353,,,4,4
80,1227,1227,110000,37017,PROCESSED,Solicitação por telefone no dia 13/06/2023 por Felipe as 13:59h,933,2023-06-13 13:59:47.373936,933,2023-06-13 13:59:52.480886,,,4,3
63,3,1573,500000,36885,PROCESSED,"Solicitação feita por Alessandra, para abastecimento do usuário BMV Digital, que foi cadastrado com cnpj da empresa AUS.\nTotal de 500 mil UCS IMEI e 500 mil UCS BMTCA\nDATA: 04/05/2023\nLOCAL: Whatsapp",933,2023-05-04 09:40:32.967477,933,2023-05-04 09:40:44.349243,,,4,4
1357,3,84,51648,38507,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10011",933,2023-07-06 19:53:22.026411,0,2024-11-25 08:56:27.03965,,,4,4
1249,3,12,17347,38618,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18485",933,2023-07-06 19:38:24.833367,0,2024-11-25 08:58:50.20329,,,4,4
1489,3,178,2426,38360,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18486",933,2023-07-06 20:11:40.700529,933,2024-11-25 08:56:27.359601,,,4,4
1490,3,178,10319,38359,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18487",933,2023-07-06 20:11:48.909503,933,2024-11-25 08:56:27.359584,,,4,4
1491,3,178,3967,38357,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18488",933,2023-07-06 20:11:57.136925,933,2024-11-25 08:56:27.359566,,,4,4
1493,3,178,11001,38333,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27324",933,2023-07-06 20:12:13.618235,933,2024-11-25 08:56:27.359532,,,4,4
1495,3,178,362,38369,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 9952",933,2023-07-06 20:12:30.217789,933,2024-11-25 08:56:27.359497,,,4,4
1496,3,178,1538,38361,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 9953",933,2023-07-06 20:12:38.614191,933,2024-11-25 08:56:27.359478,,,4,4
1498,3,180,6983,38350,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18515",933,2023-07-06 20:12:55.378515,933,2024-11-25 08:56:27.35943,,,4,4
1499,3,180,7445,38349,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27352",933,2023-07-06 20:13:03.532345,933,2024-11-25 08:56:27.359411,,,4,4
2100,3,669,2,39363,PROCESSED,teste plataforma Multilgeder 7/4/2025,851,2025-04-07 17:58:11.445834,2161,2025-04-29 17:29:55.718321,,,2,3
2103,5,21,1,,PENDING_VALIDATION,,2161,2025-11-17 13:26:22.358968,2161,2025-11-17 13:26:22.358968,,,2,2
798,3,404,979,39052,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18859",933,2023-07-06 18:34:47.919227,933,2024-11-25 08:59:03.271201,,,4,4
1586,3,220,69,38267,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27440",933,2023-07-06 20:25:05.671792,933,2024-11-25 08:56:27.361358,,,4,4
62,6,1573,500000,36886,PROCESSED,"Solicitação feita por Alessandra, para abastecimento do usuário BMV Digital, que foi cadastrado com cnpj da empresa AUS.\nTotal de 500 mil UCS IMEI e 500 mil UCS BMTCA\nDATA: 04/05/2023\nLOCAL: Whatsapp",933,2023-05-04 09:37:39.86761,933,2023-05-04 09:40:48.151151,,,4,4
85,1542,1542,15000,37057,PROCESSED,Solicitação pelo cliente através de e-mail para Elizia. dia 29/06/2023,933,2023-06-29 16:47:44.287973,933,2023-06-29 16:47:50.003178,,,4,3
1355,3,80,34002,38502,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27337",933,2023-07-06 19:53:05.111578,0,2024-11-25 08:56:27.082701,,,4,4
70,1263,1263,10000,36944,PROCESSED,Solicitação do cliente no dia 25/05/2023 para alocar em venda - Autorizado por Cristiano Bento e Luzia Umbelino,933,2023-05-25 17:37:58.384766,933,2023-05-25 17:38:59.677038,,,4,3
1835,3,378,17442,37996,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10151",933,2023-07-07 08:48:37.622576,933,2024-11-25 08:56:27.366969,,,4,4
1165,3,402,20832,38635,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18825",933,2023-07-06 19:26:35.75874,0,2024-11-25 08:58:49.660588,,,4,4
69,1548,1548,20000,36945,PROCESSED,Solicitação do cliente no dia 25/05/2023 para alocar em venda - Autorizado por Cristiano Bento e Luzia Umbelino,933,2023-05-25 17:35:29.612006,933,2023-05-25 17:39:03.959996,,,4,3
1179,3,402,7718,38648,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27598",933,2023-07-06 19:28:34.460647,0,2024-11-25 08:58:49.269863,,,4,4
1205,3,402,47,38657,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27624",933,2023-07-06 19:32:13.883687,0,2024-11-25 08:58:50.324903,,,4,4
75,5,1631,2,36987,PROCESSED,Doação para evento do dia 31/05/2023,933,2023-05-30 17:59:53.295797,933,2023-05-30 18:00:02.500978,,,4,4
1207,3,402,927,38669,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27626",933,2023-07-06 19:32:30.596064,0,2024-11-25 08:58:50.295689,,,4,4
1356,3,80,4753,38500,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 9966",933,2023-07-06 19:53:13.466313,0,2024-11-25 08:56:27.055581,,,4,4
1,586,586,23,36280,PROCESSED,Transação referente ao ajuste da conta para disponibilizar as ucss pertencentes ao Marco Melo,933,2022-05-10 17:30:00.019714,933,2022-05-10 17:32:25.174457,,,3,4
2,581,581,23,36279,PROCESSED,Transação referente ao ajuste da conta para disponibilizar as ucss pertencentes ao Marco Melo,933,2022-05-10 17:30:31.182537,933,2022-05-10 17:32:21.585329,,,3,4
3,585,585,23,36278,PROCESSED,Transação referente ao ajuste da conta para disponibilizar as ucss pertencentes ao Marco Melo,933,2022-05-10 17:31:21.662143,933,2022-05-10 17:32:17.63566,,,3,4
26,724,724,2,36373,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae\n",933,2022-07-14 15:53:55.278599,0,2022-07-14 16:00:59.751356,,,3,4
46,626,626,8,36663,PROCESSED,,933,2022-12-14 00:17:22.316598,933,2022-12-14 00:17:30.984026,,,3,4
4,587,587,23,36277,PROCESSED,Transação referente ao ajuste da conta para disponibilizar as ucss pertencentes ao Marco Melo,933,2022-05-10 17:31:53.251863,933,2022-05-10 17:32:13.598176,,,3,4
21,572,572,1,36378,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae\n",933,2022-07-14 15:50:48.145952,933,2022-07-14 16:00:59.783062,,,3,4
9,508,6,31999380,36285,PROCESSED,"Rescisão consensual do contrato nº036/2017,\nConsulta: https://diariooficial.abc.go.gov.br/ data 10/01/2022 página 17",933,2022-05-11 09:32:14.482264,933,2022-05-11 10:52:44.961171,,,3,4
1500,3,180,1041,38348,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 9979",933,2023-07-06 20:13:11.92506,933,2024-11-25 08:56:27.359381,,,4,4
1501,3,182,39482,38358,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18516",933,2023-07-06 20:13:20.385356,933,2024-11-25 08:56:27.359363,,,4,4
22,536,536,2,36376,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae\n",933,2022-07-14 15:51:27.962783,933,2022-07-14 16:00:59.782993,,,3,4
10,6,3,282613,36295,PROCESSED,"Devolução de UCS realizada pela IMEI referente a Cessão de Direito da BMTCA para a Vale Norte, contrato assinado 29/03/2022.",933,2022-06-02 16:39:21.780405,905,2022-06-02 16:41:10.607792,,,4,4
5,586,271,333333,36282,PROCESSED,"Devolução de UCS para Marco Melo, por desacordo de ambas as partes, com documento de autorização de devolução assinado.",933,2022-05-10 17:34:54.866446,0,2022-05-10 17:41:01.271304,,,4,4
6,581,271,1660938,36281,PROCESSED,"Devolução de UCS para Marco Melo, por desacordo de ambas as partes, com documento de autorização de devolução assinado.",933,2022-05-10 17:35:41.531192,905,2022-05-10 17:41:01.285189,,,4,4
7,587,271,333333,36283,PROCESSED,"Devolução de UCS para Marco Melo, por desacordo de ambas as partes, com documento de autorização de devolução assinado.",933,2022-05-10 17:36:22.447637,0,2022-05-10 17:41:01.279808,,,4,4
8,585,271,500000,36284,PROCESSED,"Devolução de UCS para Marco Melo, por desacordo de ambas as partes, com documento de autorização de devolução assinado.",933,2022-05-10 17:36:57.756039,0,2022-05-10 17:41:01.281315,,,4,4
14,47,47,2,36369,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae\n",933,2022-07-14 15:39:57.662721,933,2022-07-14 15:40:03.803867,,,3,4
23,638,638,1,36377,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae\n",933,2022-07-14 15:52:10.43414,0,2022-07-14 16:00:59.776137,,,3,4
24,677,677,2,36372,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae\n",933,2022-07-14 15:52:42.595906,933,2022-07-14 16:00:59.782729,,,3,4
11,861,861,7,36365,PROCESSED,Transferência realizada para participação na fila de usuários participantes do pedido do SEBRAE,933,2022-07-14 12:46:36.069883,933,2022-07-14 12:46:41.653591,,,3,4
15,63,63,2,36370,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae",933,2022-07-14 15:40:46.687818,933,2022-07-14 15:41:03.488064,,,3,4
25,820,820,2,36375,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae\n",933,2022-07-14 15:53:19.957044,933,2022-07-14 16:00:59.782896,,,3,4
12,723,723,1,36367,PROCESSED,Transferência entre plataformas para o abastecimento do pedido Sebrae solicitado por Maria Tereza,933,2022-07-14 15:29:17.418024,933,2022-07-14 15:29:30.077165,,,3,4
13,632,632,2,36368,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae",933,2022-07-14 15:30:54.603868,933,2022-07-14 15:31:05.253228,,,3,4
16,624,624,2,36383,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae",933,2022-07-14 15:41:49.161275,0,2022-07-14 16:01:07.078617,,,3,4
17,622,622,2,36385,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae\n",933,2022-07-14 15:42:30.14313,0,2022-07-14 16:01:07.092679,,,3,4
18,538,538,2,36381,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae\n",933,2022-07-14 15:43:12.023568,933,2022-07-14 16:01:07.09462,,,3,4
19,634,634,1,36382,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae",933,2022-07-14 15:44:28.248036,0,2022-07-14 16:01:07.077612,,,3,4
20,628,628,2,36384,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae\n",933,2022-07-14 15:45:29.284748,0,2022-07-14 16:01:07.080289,,,3,4
28,337,337,2,36371,PROCESSED,"Transferência realizada por solicitação de Maria Tereza Umbelino, para abastecimento do pedido Sebrae\n",933,2022-07-14 15:56:08.897881,0,2022-07-14 16:00:59.74654,,,3,4
